FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,WORKDAY_OPER_TIME_DC,WKEND_OPER_TIME_DC,FRE_PARKNG_AT,VALET_PARKNG_POSBL_AT,INFN_CHAIR_LEND_POSBL_AT,WCHAIR_HOLD_AT,PET_POSBL_AT,VGTR_MENU_HOLD_AT,HALAL_FOOD_HOLD_AT,GFRE_FOOD_HOLD_AT,LAST_UPDT_DE
상하이델리,음식점/유흥시설,동아시아음식,중국,경기도,성남시 분당구,구미동,,25-2 번지,돌마로90번길,4,37.349715,127.111732,13627,경기도 성남시 분당구 돌마로90번길 4,경기도 성남시 분당구 구미동 25-2 엘레강스프라자1동,0317129477,,,N,N,N,N,N,N,N,N,20221010
상하이문 일산점,음식점/유흥시설,동아시아음식,중국,경기도,고양시 일산동구,식사동,,1537-4 번지,위시티2로11번길,14-9,37.677097,126.81276,10323,경기도 고양시 일산동구 위시티2로11번길 14-9,경기도 고양시 일산동구 식사동 1537-4,0319661617,,,N,N,N,N,N,N,N,N,20221010
상하이스토리 광교점,음식점/유흥시설,동아시아음식,중국,경기도,용인시 수지구,상현동,,1132-1 번지,광교중앙로296번길,22,37.297679,127.070329,16943,경기도 용인시 수지구 광교중앙로296번길 22,경기도 용인시 수지구 상현동 1132-1,05045702522,,,N,N,N,N,N,N,N,N,20221010
상하이양꼬치,음식점/유흥시설,동아시아음식,중국,인천광역시,중구,신포동,,26-3 번지,우현로35번길,20-1,37.470793,126.625568,22322,인천광역시 중구 우현로35번길 20-1,인천광역시 중구 신포동  26-3,,,,N,N,N,N,N,N,N,N,20221010
상해,음식점/유흥시설,동아시아음식,중국,대구광역시,수성구,신매동,,575-3 번지,달구벌대로650길,10,35.837474,128.710558,42275,대구광역시 수성구 달구벌대로650길 10,대구광역시 수성구 신매동 575-3,0537926667,,,N,N,N,N,N,N,N,N,20221010
상해소흘,음식점/유흥시설,동아시아음식,중국,서울특별시,마포구,연남동,,224-35 번지,동교로,272,37.563628,126.926015,03981,서울특별시 마포구 동교로 272,서울특별시 마포구 연남동 224-35,023376188,16시-01시,16시-01시,N,N,N,N,N,N,N,N,20221010
상해차이나,음식점/유흥시설,동아시아음식,중국,부산광역시,해운대구,중동,,1521-26 번지,좌동순환로433번길,31,35.161622,129.17665,48114,부산광역시 해운대구 좌동순환로433번길 31,부산광역시 해운대구 중동 1521-26,0517433477,,,N,N,N,N,N,N,N,N,20221010
새나리네,음식점/유흥시설,유럽음식,이탈리아,경상남도,진주시,충무공동,,322-3 번지,사들로,20,35.170232,128.146311,52854,경상남도 진주시 사들로 20,경상남도 진주시 충무공동  322-3,,,,N,N,N,N,N,N,N,N,20221010
새맛뜰,음식점/유흥시설,동남아시아음식,인도,전라북도,익산시,영등동,,832-1 번지,고봉로34길,20,35.960029,126.973315,54545,전라북도 익산시 고봉로34길 20,전라북도 익산시 영등동  832-1,,,,N,N,N,N,N,N,N,N,20221010
새별하노이,음식점/유흥시설,동남아시아음식,베트남,제주특별자치도,제주시,애월읍,봉성리,4554 번지,평화로,1529,33.364436,126.363384,63039,제주특별자치도 제주시 평화로 1529,제주특별자치도 제주시 애월읍 봉성리 4554,,,,N,N,N,N,N,N,N,N,20221010
새별하노이제천,음식점/유흥시설,동남아시아음식,베트남,충청북도,제천시,청전동,,393 번지,성봉로,30,37.150222,128.205372,27154,충청북도 제천시 성봉로 30,충청북도 제천시 청전동  393,,,,N,N,N,N,N,N,N,N,20221010
새우야,음식점/유흥시설,동남아시아음식,인도,부산광역시,강서구,명지동,,3440-3 번지,명지국제8로,284,35.097349,128.923771,46772,부산광역시 강서구 명지국제8로 284,부산광역시 강서구 명지동  3440-3,,,,N,N,N,N,N,N,N,N,20221010
새우조나단,음식점/유흥시설,동아시아음식,일본,제주특별자치도,제주시,조천읍,함덕리,1252-55 번지,조함해안로,490,33.542551,126.665181,63333,제주특별자치도 제주시 조천읍 조함해안로 490,제주특별자치도 제주시 조천읍 함덕리 1252-55 오션그랜드제주호텔,07088015734,,,N,N,N,N,N,N,N,N,20221010
색다른베트남쌀국수 오리지널하노이 매곡점,음식점/유흥시설,동남아시아음식,베트남,울산광역시,북구,매곡동,,422-4 번지,신기3길,19-5,35.644763,129.3554,44219,울산광역시 북구 신기3길 19-5,울산광역시 북구 매곡동 422-4,0522977708,,,N,N,N,N,N,N,N,N,20221130
샌드버거그리다,음식점/유흥시설,북미음식,인도,서울특별시,관악구,봉천동,,897-18 번지,청룡7길,19,37.479838,126.947125,08786,서울특별시 관악구 청룡7길 19,서울특별시 관악구 봉천동  897-18,,,,N,N,N,N,N,N,N,N,20221010
샌드파스타,음식점/유흥시설,유럽음식,이탈리아,서울특별시,영등포구,당산동3가,,395-3 번지,국회대로30길,14,37.527039,126.895377,07256,서울특별시 영등포구 국회대로30길 14,서울특별시 영등포구 당산동3가  395-3,,,,N,N,N,N,N,N,N,N,20221010
샐그릭,음식점/유흥시설,동남아시아음식,인도,서울특별시,송파구,가락동,,99-7 번지,중대로,105,37.493581,127.120047,05719,서울특별시 송파구 중대로 105,서울특별시 송파구 가락동  99-7,,,,N,N,N,N,N,N,N,N,20221010
샐러데이,음식점/유흥시설,유럽음식,이탈리아,인천광역시,부평구,부평동,,400-35 번지,부흥로327번길,21-1,37.499419,126.728277,21360,인천광역시 부평구 부흥로327번길 21-1,인천광역시 부평구 부평동  400-35,,,,N,N,N,N,N,N,N,N,20221010
샐러드로우앤트라타,음식점/유흥시설,동남아시아음식,인도,서울특별시,강동구,천호동,,35-18 번지,상암로,165,37.546105,127.140837,05307,서울특별시 강동구 상암로 165,서울특별시 강동구 천호동  35-18,,,,N,N,N,N,N,N,N,N,20221010
샐러드로우앤트라타,음식점/유흥시설,동남아시아음식,인도,서울특별시,중랑구,묵동,,122-361 번지,동일로,884,37.60929,127.078286,02039,서울특별시 중랑구 동일로 884,서울특별시 중랑구 묵동  122-361,,,,N,N,N,N,N,N,N,N,20221010
샐러드의정석,음식점/유흥시설,동남아시아음식,인도,서울특별시,영등포구,문래동5가,,10 번지,선유로3길,10,37.516377,126.886418,07285,서울특별시 영등포구 선유로3길 10,서울특별시 영등포구 문래동5가  10,,,,N,N,N,N,N,N,N,N,20221010
샐러드킹,음식점/유흥시설,동남아시아음식,인도,서울특별시,마포구,도화동,,538 번지,큰우물로,75,37.541261,126.946287,04158,서울특별시 마포구 큰우물로 75,서울특별시 마포구 도화동  538,,,,N,N,N,N,N,N,N,N,20221010
샐러드헌터익스프레스,음식점/유흥시설,동남아시아음식,인도,서울특별시,용산구,용산동2가,,1-684 번지,신흥로,99-9,37.544978,126.984929,04337,서울특별시 용산구 신흥로 99-9,서울특별시 용산구 용산동2가  1-684,,,,N,N,N,N,N,N,N,N,20221010
샐러브드타코라이크,음식점/유흥시설,남미음식,인도,서울특별시,관악구,신림동,,492-8 번지,남부순환로161가길,20,37.485113,126.917655,08762,서울특별시 관악구 남부순환로161가길 20,서울특별시 관악구 신림동  492-8,,,,N,N,N,N,N,N,N,N,20221010
샘라이언스 수원점,음식점/유흥시설,북미음식,미국,경기도,수원시 팔달구,매산로2가,,6-1 번지,향교로,59,37.269841,127.007207,16456,경기도 수원시 팔달구 향교로 59,경기도 수원시 팔달구 매산로2가 6-1,0312537933,17시-02시,14시-02시,N,N,N,N,N,N,N,N,20221010
샘라이언스 스포츠 바 & 그릴,음식점/유흥시설,북미음식,미국,서울특별시,용산구,이태원동,,116-15 번지,이태원로27가길,50,37.535068,126.992556,04350,서울특별시 용산구 이태원로27가길 50,서울특별시 용산구 이태원동 116-15 원화아(주),027497933,18시-05시,18시-05시,N,N,N,N,N,N,N,N,20221010
샘루체,음식점/유흥시설,유럽음식,이탈리아,부산광역시,해운대구,우동,,1515 번지,센텀1로,25,35.166418,129.132003,48060,부산광역시 해운대구 센텀1로 25,부산광역시 해운대구 우동  1515,,,,N,N,N,N,N,N,N,N,20221010
생거어스틴 광화문파이낸스점,음식점/유흥시설,동남아시아음식,태국,서울특별시,중구,무교동,,84 번지,세종대로,136,37.568416,126.978262,04520,서울특별시 중구 세종대로 136,서울특별시 중구 무교동  84,050714097718,11시30분-22시,11시30분-22시,Y,N,N,N,N,N,N,N,20221130
생어거스틴,음식점/유흥시설,동남아시아음식,인도,경기도,광명시,일직동,,500 번지,일직로,17,37.423696,126.884266,14352,경기도 광명시 일직로 17,경기도 광명시 일직동  500,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,인도,경기도,성남시 분당구,정자동,,16-1 번지,느티로,2,37.368369,127.105018,13557,경기도 성남시 분당구 느티로 2,경기도 성남시 분당구 정자동  16-1,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,인도,경기도,수원시 권선구,서둔동,,381 번지,세화로,134,37.264882,126.997931,16621,경기도 수원시 권선구 세화로 134,경기도 수원시 권선구 서둔동  381,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,인도,경기도,여주시,상거동,,462 번지,명품로,370,37.240394,127.610346,12646,경기도 여주시 명품로 370,경기도 여주시 상거동  462,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,인도,광주광역시,광산구,수완동,,1419 번지,임방울대로,321,35.188755,126.822792,62306,광주광역시 광산구 임방울대로 321,광주광역시 광산구 수완동  1419,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,인도,부산광역시,기장군,기장읍,당사리,524 번지,기장해안로,147,35.191695,129.21254,46084,부산광역시 기장군 기장해안로 147,부산광역시 기장군 기장읍 당사리 524,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,인도,서울특별시,강남구,논현동,,108 번지,학동로43길,38,37.518458,127.038022,06059,서울특별시 강남구 학동로43길 38,서울특별시 강남구 논현동  108,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,인도,서울특별시,강남구,논현동,,92 번지,도산대로,318,37.521998,127.036595,06054,서울특별시 강남구 도산대로 318,서울특별시 강남구 논현동  92,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,인도,서울특별시,강동구,성내동,,451-1 번지,강동대로,143-64,37.527992,127.120231,05398,서울특별시 강동구 강동대로 143-64,서울특별시 강동구 성내동  451-1,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,인도,서울특별시,강서구,마곡동,,801 번지,공항대로,236,37.558536,126.833753,07805,서울특별시 강서구 공항대로 236,서울특별시 강서구 마곡동  801,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,인도,서울특별시,강서구,방화동,,886 번지,하늘길,38,37.563496,126.803384,07505,서울특별시 강서구 하늘길 38,서울특별시 강서구 방화동  886,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,태국 아시아,서울특별시,종로구,중학동,,19 번지,종로1길,50,37.574724,126.979022,03142,서울특별시 종로구 종로1길 50,서울특별시 종로구 중학동 19 더케이트윈타워,027377108,,,N,N,N,N,N,N,N,N,20221010
생어거스틴,음식점/유흥시설,동남아시아음식,인도,세종특별자치시,,나성동,,741 번지,한누리대로,273,36.488538,127.256503,30127,세종특별자치시  한누리대로 273,세종특별자치시  나성동  741,,,,N,N,N,N,N,N,N,N,20221010
생어거스틴 구로 지밸리몰 점,음식점/유흥시설,동남아시아음식,태국,서울특별시,구로구,구로동,,188-25 번지,디지털로,300,37.484927,126.896538,08379,서울특별시 구로구 디지털로 300,서울특별시 구로구 구로동 188-25 지밸리비즈플라자,0263443911,11시30분-22시,11시30분-22시,N,N,N,N,N,N,N,N,20221010
생어거스틴 일루아호텔점,음식점/유흥시설,동남아시아음식,베트남 태국 아시아,부산광역시,해운대구,중동,,1509-3 번지,달맞이길,97,35.158927,129.174484,48117,부산광역시 해운대구 달맞이길 97,부산광역시 해운대구 중동 1509-3 호텔일루아,0517470053,,,N,N,N,N,N,N,N,N,20221010
생어거스틴 타임스퀘어점,음식점/유흥시설,동남아시아음식,태국,서울특별시,영등포구,영등포동4가,,442 번지,영중로,15,37.517264,126.904368,07305,서울특별시 영등포구 영중로 15,서울특별시 영등포구 영등포동4가  442,050714772027,11시-22시,11시-22시,Y,N,N,N,N,N,N,N,20221130
생일파티,음식점/유흥시설,동남아시아음식,인도,충청북도,청주시 상당구,서운동,,89-8 번지,상당로,8-2,36.628825,127.491488,28715,충청북도 청주시 상당구 상당로 8-2,충청북도 청주시 상당구 서운동  89-8,,,,N,N,N,N,N,N,N,N,20221010
생클레어,음식점/유흥시설,유럽음식,프랑스,서울특별시,송파구,방이동,,163-12 번지,위례성대로12길,28,37.511476,127.121486,05635,서울특별시 송파구 위례성대로12길 28,서울특별시 송파구 방이동  163-12,,,,N,N,N,N,N,N,N,N,20221010
생폴드방스,음식점/유흥시설,유럽음식,이탈리아,강원도,춘천시,석사동,,888-1 번지,퇴계농공로,11,37.851984,127.745098,24415,강원도 춘천시 퇴계농공로 11,강원도 춘천시 석사동  888-1,,,,N,N,N,N,N,N,N,N,20221010
생폴드방스,음식점/유흥시설,유럽음식,이탈리아,서울특별시,도봉구,창동,,14 번지,노해로69길,26,37.653681,127.050938,01415,서울특별시 도봉구 노해로69길 26,서울특별시 도봉구 창동 14 창동시티월드,029062962,,,N,N,N,N,N,N,N,N,20221010
샤누,음식점/유흥시설,유럽음식,프랑스,서울특별시,강남구,청담동,,89-8 번지,선릉로152길,25,37.52446,127.041726,06016,서울특별시 강남구 선릉로152길 25,서울특별시 강남구 청담동  89-8,,,,N,N,N,N,N,N,N,N,20221010
샤리덴,음식점/유흥시설,동아시아음식,일본,서울특별시,강남구,역삼동,,836-24 번지,강남대로62길,23,37.490856,127.033429,06254,서울특별시 강남구 강남대로62길 23,서울특별시 강남구 역삼동 836-24,025541542,,,N,N,N,N,N,N,N,N,20221010
샤바나,음식점/유흥시설,인도아시아음식,인도,부산광역시,남구,대연동,,56-1 번지,용소로7번길,22,35.137052,129.101465,48512,부산광역시 남구 용소로7번길 22,부산광역시 남구 대연동  56-1,,,,N,N,N,N,N,N,N,N,20221010
샤바나인도레스토랑,음식점/유흥시설,인도아시아음식,인도,부산광역시,금정구,장전동,,420-23 번지,부산대학로,53-1,35.231132,129.085365,46293,부산광역시 금정구 부산대학로 53-1,부산광역시 금정구 장전동  420-23,,,,N,N,N,N,N,N,N,N,20221010
샤바바,음식점/유흥시설,동남아시아음식,인도,경상남도,창원시 성산구,중앙동,,98-4 번지,용지로,70,35.222097,128.676289,51522,경상남도 창원시 성산구 용지로 70,경상남도 창원시 성산구 중앙동  98-4,,,,N,N,N,N,N,N,N,N,20221010
샤브316,음식점/유흥시설,동남아시아음식,인도,경기도,화성시,영천동,,738-4 번지,동탄치동천로3길,6-11,37.204291,127.122843,18474,경기도 화성시 동탄치동천로3길 6-11,경기도 화성시 영천동  738-4,,,,N,N,N,N,N,N,N,N,20221010
샤브가 사르르,음식점/유흥시설,동아시아음식,일본,대전광역시,서구,관저동,,1271 번지,관저동로99번길,13,36.300939,127.339406,35378,대전광역시 서구 관저동로99번길 13,대전광역시 서구 관저동 1271,0425431331,,,N,N,N,N,N,N,N,N,20221010
샤브랑,음식점/유흥시설,동남아시아음식,인도,대전광역시,서구,도마동,,60-29 번지,조달청길,29,36.319388,127.372869,35337,대전광역시 서구 조달청길 29,대전광역시 서구 도마동  60-29,,,,N,N,N,N,N,N,N,N,20221010
샤브미 도곡동점,음식점/유흥시설,동아시아음식,일본,서울특별시,강남구,도곡동,,467-29 번지,언주로30길,26,37.487763,127.05253,06294,서울특별시 강남구 언주로30길 26,서울특별시 강남구 도곡동 467-29 타워팰리스,025758933,,,N,N,N,N,N,N,N,N,20221010
